Comment,Time Stamp (sec),Temperature (K),Mag. Field (Oe),Pressure (Torr),Temp. Status (code),Mag Field Status (code),Chamber Status (code),Wavelength (nM),Track A raw (a.u.),Track A raw + off (a.u.),Track A mod (a.u.),Track A mod + off (a.u.),Track B raw (a.u.),Track B raw + off (a.u.),Track B mod (a.u.),Track B mod + off (a.u.),Track A+B raw (a.u.),Track A+B raw + off (a.u.),Track A+B mod (a.u.),Track A+B mod + off (a.u.),Raman Shift (cm-1),Plot number,Exposure (sec),Num Exposures,Cycle (sec),Grating,Rayleigh Wavelength (nM),Laser Power (mW),QMap1,QMap2,QMap3,QMap4,QMap5,QMap6,QMap7,QMap8,QMap9,QMap10,QMap11,QMap12,QMap13,QMap14,QMap15,QMap16
,3791213629.80848000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,409.1,12120,12120,366,366,13519,13519,247441,247441,25639,25639,249960,249960,-5645.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80849000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,409.4,12155,12155,402,402,13517,13517,247791,247791,25672,25672,250339,250339,-5630.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80850000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,409.6,12059,12059,307,307,13566,13566,248189,248189,25625,25625,250637,250637,-5616.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80851000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,409.9,12180,12180,429,429,13569,13569,248538,248538,25749,25749,251103,251103,-5601.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80852000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,410.1,12099,12099,349,349,13583,13583,248897,248897,25682,25682,251376,251376,-5587.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80853000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,410.3,12157,12157,408,408,13443,13443,249099,249099,25600,25600,251631,251631,-5572.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80854000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,410.6,12128,12128,379,379,13591,13591,249586,249586,25719,25719,252085,252085,-5558.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80855000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,410.8,12165,12165,417,417,13563,13563,249895,249895,25728,25728,252426,252426,-5543.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80856000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,411.1,12146,12146,399,399,13541,13541,250207,250207,25687,25687,252715,252715,-5529.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80857000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,411.3,12157,12157,411,411,13614,13614,250612,250612,25771,25771,253126,253126,-5514.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80858000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,411.6,12072,12072,327,327,13448,13448,250776,250776,25520,25520,253200,253200,-5500.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80859000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,411.8,12115,12115,371,371,13451,13451,251106,251106,25566,25566,253568,253568,-5486.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80860000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,412.1,12133,12133,389,389,13583,13583,251562,251562,25716,25716,254038,254038,-5471.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80861000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,412.3,12242,12242,499,499,13601,13601,251901,251901,25843,25843,254482,254482,-5457.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80862000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,412.5,12113,12113,371,371,13397,13397,252017,252017,25510,25510,254463,254463,-5442.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80863000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,412.8,12096,12096,355,355,13552,13552,252488,252488,25648,25648,254913,254913,-5428.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80864000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,413.0,12137,12137,397,397,13472,13472,252722,252722,25609,25609,255183,255183,-5414.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80865000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,413.3,12240,12240,501,501,13547,13547,253108,253108,25787,25787,255667,255667,-5399.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80866000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,413.5,12104,12104,366,366,13451,13451,253320,253320,25555,25555,255739,255739,-5385.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80867000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,413.8,12121,12121,383,383,13550,13550,253725,253725,25671,25671,256156,256156,-5371.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80868000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,414.0,12147,12147,410,410,13616,13616,254094,254094,25763,25763,256546,256546,-5357.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80869000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,414.3,12129,12129,393,393,13479,13479,254257,254257,25608,25608,256687,256687,-5342.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80870000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,414.5,12131,12131,396,396,13511,13511,254586,254586,25642,25642,257013,257013,-5328.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80871000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,414.7,12119,12119,385,385,13633,13633,255003,255003,25752,25752,257413,257413,-5314.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80872000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,415.0,12019,12019,286,286,13558,13558,255219,255219,25577,25577,257525,257525,-5300.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80873000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,415.2,12093,12093,360,360,13464,13464,255414,255414,25557,25557,257789,257789,-5285.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80874000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,415.5,12112,12112,380,380,13493,13493,255729,255729,25605,25605,258119,258119,-5271.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80875000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,415.7,12185,12185,454,454,13416,13416,255935,255935,25601,25601,258393,258393,-5257.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80876000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,416.0,12139,12139,409,409,13471,13471,256270,256270,25610,25610,258678,258678,-5243.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80877000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,416.2,12127,12127,398,398,13522,13522,256599,256599,25649,25649,258989,258989,-5229.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80878000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,416.5,12094,12094,365,365,13557,13557,256908,256908,25651,25651,259261,259261,-5215.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80879000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,416.7,12178,12178,450,450,13634,13634,257256,257256,25812,25812,259688,259688,-5201.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80880000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,416.9,12144,12144,417,417,13537,13537,257427,257427,25681,25681,259821,259821,-5187.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80881000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,417.2,12151,12151,425,425,13475,13475,257631,257631,25626,25626,260026,260026,-5173.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80882000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,417.4,12048,12048,323,323,13528,13528,257946,257946,25576,25576,260234,260234,-5159.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80883000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,417.7,12177,12177,453,453,13512,13512,258189,258189,25689,25689,260601,260601,-5145.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80884000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,417.9,12153,12153,429,429,13585,13585,258518,258518,25738,25738,260902,260902,-5131.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80885000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,418.2,12080,12080,357,357,13508,13508,258694,258694,25588,25588,261000,261000,-5117.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80886000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,418.4,12091,12091,369,369,13564,13564,259000,259000,25655,25655,261312,261312,-5103.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80887000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,418.7,12085,12085,364,364,13553,13553,259236,259236,25638,25638,261537,261537,-5089.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80888000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,418.9,12000,12000,280,280,13521,13521,259447,259447,25521,25521,261659,261659,-5075.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80889000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,419.1,12155,12155,435,435,13543,13543,259709,259709,25698,25698,262072,262072,-5061.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80890000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,419.4,12056,12056,337,337,13532,13532,259936,259936,25588,25588,262194,262194,-5047.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80891000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,419.6,12199,12199,481,481,13588,13588,260225,260225,25787,25787,262622,262622,-5033.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80892000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,419.9,12019,12019,302,302,13530,13530,260398,260398,25549,25549,262610,262610,-5019.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80893000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,420.1,12145,12145,428,428,13431,13431,260526,260526,25576,25576,262860,262860,-5005.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80894000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,420.4,12131,12131,415,415,13449,13449,260769,260769,25580,25580,263083,263083,-4992.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80895000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,420.6,12047,12047,332,332,13582,13582,261122,261122,25629,25629,263348,263348,-4978.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80896000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,420.9,12133,12133,419,419,13591,13591,261349,261349,25724,25724,263656,263656,-4964.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80897000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,421.1,12103,12103,390,390,13507,13507,261479,261479,25610,25610,263751,263751,-4950.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80898000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,421.3,12050,12050,337,337,13528,13528,261710,261710,25578,25578,263925,263925,-4936.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80899000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,421.6,12150,12150,438,438,13485,13485,261875,261875,25635,25635,264185,264185,-4923.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80900000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,421.8,12117,12117,406,406,13456,13456,262050,262050,25573,25573,264322,264322,-4909.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80901000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,422.1,12103,12103,393,393,13473,13473,262267,262267,25576,25576,264521,264521,-4895.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80902000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,422.3,12141,12141,431,431,13501,13501,262492,262492,25642,25642,264779,264779,-4881.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80903000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,422.6,12057,12057,348,348,13467,13467,262651,262651,25524,25524,264850,264850,-4868.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80904000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,422.8,12094,12094,386,386,13603,13603,262977,262977,25697,25697,265208,265208,-4854.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80905000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,423.1,12140,12140,433,433,13552,13552,263113,263113,25692,25692,265384,265384,-4840.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80906000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,423.3,12091,12091,384,384,13513,13513,263257,263257,25604,25604,265475,265475,-4827.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80907000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,423.5,12095,12095,389,389,13412,13412,263335,263335,25507,25507,265552,265552,-4813.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80908000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,423.8,12073,12073,368,368,13517,13517,263616,263616,25590,25590,265806,265806,-4800.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80909000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,424.0,12117,12117,413,413,13581,13581,263852,263852,25698,25698,266081,266081,-4786.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80910000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,424.3,12132,12132,428,428,13475,13475,263914,263914,25607,25607,266154,266154,-4772.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80911000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,424.5,12105,12105,402,402,13508,13508,264112,264112,25613,25613,266320,266320,-4759.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80912000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,424.8,12136,12136,434,434,13529,13529,264294,264294,25665,25665,266528,266528,-4745.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80913000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,425.0,12061,12061,360,360,13583,13583,264505,264505,25644,25644,266660,266660,-4732.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80914000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,425.2,12116,12116,415,415,13457,13457,264533,264533,25573,25573,266738,266738,-4718.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80915000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,425.5,12117,12117,417,417,13637,13637,264863,264863,25754,25754,267064,267064,-4705.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80916000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,425.7,12085,12085,386,386,13519,13519,264891,264891,25604,25604,267056,267056,-4691.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80917000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,426.0,12088,12088,389,389,13451,13451,264966,264966,25539,25539,267128,267128,-4678.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80918000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,426.2,12075,12075,377,377,13544,13544,265197,265197,25619,25619,267342,267342,-4664.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80919000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,426.5,12143,12143,446,446,13409,13409,265197,265197,25552,25552,267405,267405,-4651.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80920000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,426.7,12148,12148,452,452,13486,13486,265405,265405,25634,25634,267613,267613,-4637.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80921000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,427.0,12089,12089,393,393,13480,13480,265526,265526,25569,25569,267671,267671,-4624.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80922000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,427.2,12160,12160,465,465,13569,13569,265738,265738,25729,25729,267949,267949,-4611.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80923000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,427.4,12094,12094,400,400,13487,13487,265776,265776,25581,25581,267915,267915,-4597.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80924000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,427.7,12100,12100,406,406,13470,13470,265874,265874,25570,25570,268015,268015,-4584.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80925000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,427.9,12086,12086,393,393,13593,13593,266108,266108,25679,25679,268231,268231,-4571.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80926000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,428.2,12142,12142,450,450,13438,13438,266061,266061,25580,25580,268234,268234,-4557.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80927000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,428.4,12102,12102,410,410,13481,13481,266207,266207,25583,25583,268336,268336,-4544.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80928000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,428.7,12111,12111,420,420,13536,13536,266362,266362,25647,25647,268494,268494,-4531.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80929000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,428.9,12177,12177,487,487,13539,13539,266460,266460,25716,25716,268654,268654,-4517.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80930000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,429.2,12163,12163,473,473,13395,13395,266407,266407,25558,25558,268582,268582,-4504.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80931000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,429.4,12016,12016,327,327,13490,13490,266590,266590,25506,25506,268613,268613,-4491.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80932000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,429.6,12043,12043,355,355,13541,13541,266724,266724,25584,25584,268769,268769,-4478.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80933000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,429.9,12122,12122,434,434,13509,13509,266771,266771,25631,25631,268890,268890,-4464.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80934000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,430.1,12116,12116,429,429,13538,13538,266875,266875,25654,25654,268983,268983,-4451.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80935000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,430.4,12194,12194,508,508,13593,13593,267000,267000,25787,25787,269182,269182,-4438.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80936000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,430.6,11994,11994,308,308,13554,13554,267028,267028,25548,25548,269005,269005,-4425.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80937000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,430.9,12069,12069,384,384,13509,13509,267045,267045,25578,25578,269092,269092,-4412.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80938000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,431.1,12138,12138,454,454,13631,13631,267225,267225,25769,25769,269337,269337,-4398.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80939000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,431.4,12217,12217,533,533,13448,13448,267096,267096,25665,25665,269282,269282,-4385.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80940000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,431.6,12100,12100,417,417,13604,13604,267302,267302,25704,25704,269365,269365,-4372.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80941000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,431.8,12135,12135,452,452,13605,13605,267348,267348,25740,25740,269442,269442,-4359.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80942000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,432.1,12088,12088,406,406,13616,13616,267400,267400,25704,25704,269442,269442,-4346.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80943000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,432.3,12106,12106,425,425,13475,13475,267296,267296,25581,25581,269351,269351,-4333.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80944000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,432.6,12136,12136,455,455,13544,13544,267397,267397,25680,25680,269477,269477,-4320.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80945000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,432.8,12149,12149,469,469,13569,13569,267450,267450,25718,25718,269538,269538,-4307.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80946000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,433.1,12130,12130,451,451,13574,13574,267478,267478,25704,25704,269543,269543,-4294.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80947000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,433.3,12097,12097,418,418,13559,13559,267483,267483,25656,25656,269509,269509,-4281.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80948000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,433.6,12155,12155,477,477,13519,13519,267457,267457,25674,25674,269537,269537,-4268.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80949000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,433.8,12132,12132,454,454,13477,13477,267425,267425,25609,25609,269477,269477,-4255.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80950000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,434.0,12078,12078,401,401,13492,13492,267446,267446,25570,25570,269439,269439,-4242.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80951000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,434.3,12152,12152,475,475,13608,13608,267563,267563,25760,25760,269625,269625,-4229.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80952000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,434.5,12141,12141,465,465,13476,13476,267428,267428,25617,25617,269474,269474,-4216.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80953000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,434.8,12147,12147,472,472,13501,13501,267445,267445,25648,25648,269492,269492,-4203.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
