Comment,Time Stamp (sec),Temperature (K),Mag. Field (Oe),Pressure (Torr),Temp. Status (code),Mag Field Status (code),Chamber Status (code),Wavelength (nM),Track A raw (a.u.),Track A raw + off (a.u.),Track A mod (a.u.),Track A mod + off (a.u.),Track B raw (a.u.),Track B raw + off (a.u.),Track B mod (a.u.),Track B mod + off (a.u.),Track A+B raw (a.u.),Track A+B raw + off (a.u.),Track A+B mod (a.u.),Track A+B mod + off (a.u.),Raman Shift (cm-1),Plot number,Exposure (sec),Num Exposures,Cycle (sec),Grating,Rayleigh Wavelength (nM),Laser Power (mW),QMap1,QMap2,QMap3,QMap4,QMap5,QMap6,QMap7,QMap8,QMap9,QMap10,QMap11,QMap12,QMap13,QMap14,QMap15,QMap16
,3791213629.80729000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,380.0,12153,12153,293,293,13638,13638,194625,194625,25791,25791,197724,197724,-7516.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80730000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,380.3,12167,12167,308,308,13646,13646,195129,195129,25813,25813,198237,198237,-7499.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80731000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,380.5,12167,12167,309,309,13599,13599,195578,195578,25766,25766,198681,198681,-7482.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80732000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,380.8,12074,12074,217,217,13704,13704,196178,196178,25778,25778,199183,199183,-7465.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80733000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,381.0,12165,12165,308,308,13734,13734,196702,196702,25899,25899,199795,199795,-7448.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80734000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,381.3,12126,12126,270,270,13719,13719,197182,197182,25845,25845,200230,200230,-7432.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80735000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,381.5,12136,12136,281,281,13736,13736,197693,197693,25872,25872,200747,200747,-7415.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80736000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,381.7,12118,12118,264,264,13603,13603,198053,198053,25721,25721,201085,201085,-7398.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80737000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,382.0,12140,12140,287,287,13630,13630,198573,198573,25770,25770,201622,201622,-7381.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80738000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,382.2,12109,12109,257,257,13499,13499,198935,198935,25608,25608,201949,201949,-7364.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80739000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,382.5,12107,12107,256,256,13637,13637,199566,199566,25744,25744,202572,202572,-7348.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80740000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,382.7,12107,12107,257,257,13748,13748,200169,200169,25855,25855,203171,203171,-7331.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80741000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,383.0,12088,12088,239,239,13750,13750,200662,200662,25838,25838,203641,203641,-7314.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80742000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,383.2,12156,12156,308,308,13609,13609,201012,201012,25765,25765,204054,204054,-7298.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80743000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,383.5,12120,12120,272,272,13617,13617,201511,201511,25737,25737,204512,204512,-7281.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80744000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,383.7,12123,12123,276,276,13725,13725,202109,202109,25848,25848,205109,205109,-7264.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80745000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,383.9,12160,12160,314,314,13655,13655,202529,202529,25815,25815,205561,205561,-7248.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80746000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,384.2,12134,12134,289,289,13620,13620,202983,202983,25754,25754,205985,205985,-7231.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80747000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,384.4,12123,12123,279,279,13641,13641,203493,203493,25764,25764,206479,206479,-7215.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80748000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,384.7,12142,12142,299,299,13622,13622,203962,203962,25764,25764,206963,206963,-7198.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80749000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,384.9,12104,12104,262,262,13625,13625,204453,204453,25729,25729,207411,207411,-7182.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80750000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,385.2,12143,12143,302,302,13707,13707,205022,205022,25850,25850,208014,208014,-7165.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80751000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,385.4,12184,12184,344,344,13708,13708,205510,205510,25892,25892,208539,208539,-7149.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80752000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,385.7,12165,12165,326,326,13767,13767,206055,206055,25932,25932,209060,209060,-7132.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80753000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,385.9,12170,12170,331,331,13604,13604,206378,206378,25774,25774,209383,209383,-7116.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80754000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,386.1,12163,12163,325,325,13700,13700,206959,206959,25863,25863,209952,209952,-7099.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80755000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,386.4,12179,12179,342,342,13657,13657,207400,207400,25836,25836,210405,210405,-7083.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80756000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,386.6,12092,12092,256,256,13640,13640,207867,207867,25732,25732,210780,210780,-7067.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80757000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,386.9,12143,12143,308,308,13682,13682,208392,208392,25825,25825,211352,211352,-7050.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80758000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,387.1,12199,12199,365,365,13637,13637,208829,208829,25836,25836,211841,211841,-7034.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80759000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,387.4,12115,12115,282,282,13650,13650,209324,209324,25765,25765,212247,212247,-7018.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80760000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,387.6,12221,12221,389,389,13639,13639,209794,209794,25860,25860,212819,212819,-7001.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80761000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,387.9,12122,12122,291,291,13608,13608,210244,210244,25730,25730,213165,213165,-6985.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80762000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,388.1,12140,12140,310,310,13551,13551,210667,210667,25691,25691,213601,213601,-6969.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80763000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,388.3,12161,12161,331,331,13695,13695,211290,211290,25856,25856,214240,214240,-6953.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80764000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,388.6,12134,12134,305,305,13657,13657,211730,211730,25791,25791,214649,214649,-6937.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80765000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,388.8,12146,12146,318,318,13659,13659,212210,212210,25805,25805,215136,215136,-6920.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80766000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,389.1,12117,12117,290,290,13605,13605,212633,212633,25722,25722,215526,215526,-6904.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80767000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,389.3,12112,12112,286,286,13636,13636,213140,213140,25748,25748,216023,216023,-6888.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80768000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,389.6,12082,12082,257,257,13564,13564,213544,213544,25646,25646,216392,216392,-6872.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80769000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,389.8,12095,12095,271,271,13599,13599,214053,214053,25694,25694,216910,216910,-6856.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80770000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,390.1,12075,12075,252,252,13589,13589,214517,214517,25664,25664,217349,217349,-6840.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80771000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,390.3,12199,12199,377,377,13606,13606,215007,215007,25805,25805,217959,217959,-6824.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80772000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,390.5,12175,12175,354,354,13586,13586,215459,215459,25761,25761,218382,218382,-6808.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80773000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,390.8,12217,12217,396,396,13638,13638,215982,215982,25855,25855,218943,218943,-6792.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80774000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,391.0,12089,12089,269,269,13725,13725,216540,216540,25814,25814,219368,219368,-6776.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80775000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,391.3,12138,12138,319,319,13567,13567,216851,216851,25705,25705,219724,219724,-6760.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80776000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,391.5,12131,12131,313,313,13660,13660,217413,217413,25791,25791,220274,220274,-6744.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80777000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,391.8,12100,12100,283,283,13669,13669,217890,217890,25769,25769,220715,220715,-6728.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80778000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,392.0,12147,12147,331,331,13717,13717,218404,218404,25864,25864,221272,221272,-6712.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80779000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,392.3,12192,12192,377,377,13644,13644,218797,218797,25836,25836,221705,221705,-6696.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80780000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,392.5,12096,12096,282,282,13681,13681,219299,219299,25777,25777,222106,222106,-6680.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80781000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,392.7,12107,12107,294,294,13597,13597,219679,219679,25704,25704,222493,222493,-6664.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80782000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,393.0,12122,12122,310,310,13679,13679,220224,220224,25801,25801,223048,223048,-6648.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80783000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,393.2,12130,12130,318,318,13661,13661,220668,220668,25791,25791,223495,223495,-6633.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80784000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,393.5,12158,12158,347,347,13603,13603,221070,221070,25761,25761,223921,223921,-6617.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80785000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,393.7,12099,12099,289,289,13592,13592,221519,221519,25691,25691,224307,224307,-6601.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80786000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,394.0,12151,12151,342,342,13677,13677,222063,222063,25828,25828,224898,224898,-6585.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80787000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,394.2,12094,12094,286,286,13659,13659,222502,222502,25753,25753,225276,225276,-6569.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80788000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,394.5,12074,12074,267,267,13705,13705,223005,223005,25779,25779,225753,225753,-6554.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80789000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,394.7,12122,12122,316,316,13565,13565,223320,223320,25687,25687,226112,226112,-6538.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80790000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,394.9,12107,12107,302,302,13565,13565,223774,223774,25672,25672,226547,226547,-6522.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80791000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,395.2,12122,12122,318,318,13588,13588,224250,224250,25710,25710,227033,227033,-6507.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80792000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,395.4,12094,12094,291,291,13638,13638,224752,224752,25732,25732,227502,227502,-6491.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80793000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,395.7,12079,12079,276,276,13616,13616,225181,225181,25695,25695,227911,227911,-6475.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80794000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,395.9,12107,12107,305,305,13651,13651,225665,225665,25758,25758,228419,228419,-6460.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80795000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,396.2,12089,12089,288,288,13689,13689,226151,226151,25778,25778,228883,228883,-6444.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80796000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,396.4,12140,12140,340,340,13613,13613,226522,226522,25753,25753,229300,229300,-6429.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80797000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,396.7,12191,12191,392,392,13616,13616,226971,226971,25807,25807,229795,229795,-6413.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80798000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,396.9,12105,12105,307,307,13588,13588,227387,227387,25693,25693,230121,230121,-6398.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80799000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,397.1,12072,12072,275,275,13670,13670,227912,227912,25742,25742,230608,230608,-6382.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80800000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,397.4,12174,12174,378,378,13623,13623,228307,228307,25797,25797,231100,231100,-6367.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80801000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,397.6,12142,12142,347,347,13554,13554,228678,228678,25696,25696,231435,231435,-6351.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80802000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,397.9,12170,12170,376,376,13644,13644,229207,229207,25814,25814,231988,231988,-6336.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80803000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,398.1,12196,12196,402,402,13600,13600,229601,229601,25796,25796,232403,232403,-6320.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80804000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,398.4,12085,12085,292,292,13557,13557,229994,229994,25642,25642,232680,232680,-6305.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80805000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,398.6,12087,12087,295,295,13641,13641,230513,230513,25728,25728,233196,233196,-6289.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80806000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,398.9,12104,12104,313,313,13709,13709,231014,231014,25813,25813,233710,233710,-6274.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80807000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,399.1,12127,12127,337,337,13646,13646,231383,231383,25773,25773,234097,234097,-6259.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80808000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,399.3,12116,12116,327,327,13572,13572,231739,231739,25688,25688,234438,234438,-6243.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80809000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,399.6,12147,12147,359,359,13636,13636,232232,232232,25783,25783,234957,234957,-6228.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80810000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,399.8,12000,12000,213,213,13524,13524,232547,232547,25524,25524,235121,235121,-6213.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80811000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,400.1,12056,12056,270,270,13605,13605,233054,233054,25661,25661,235679,235679,-6198.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80812000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,400.3,12160,12160,375,375,13585,13585,233458,233458,25745,25745,236182,236182,-6182.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80813000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,400.6,12144,12144,359,359,13681,13681,233977,233977,25825,25825,236680,236680,-6167.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80814000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,400.8,12134,12134,350,350,13607,13607,234324,234324,25741,25741,237013,237013,-6152.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80815000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,401.1,12027,12027,244,244,13635,13635,234771,234771,25662,25662,237348,237348,-6137.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80816000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,401.3,12167,12167,385,385,13531,13531,235085,235085,25698,25698,237798,237798,-6121.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80817000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,401.5,12061,12061,280,280,13566,13566,235536,235536,25627,25627,238138,238138,-6106.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80818000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,401.8,12161,12161,381,381,13589,13589,235973,235973,25750,25750,238671,238671,-6091.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80819000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,402.0,12109,12109,330,330,13613,13613,236409,236409,25722,25722,239051,239051,-6076.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80820000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,402.3,12143,12143,365,365,13573,13573,236780,236780,25716,25716,239451,239451,-6061.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80821000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,402.5,12076,12076,299,299,13601,13601,237217,237217,25677,25677,239816,239816,-6046.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80822000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,402.8,12129,12129,352,352,13652,13652,237676,237676,25781,25781,240323,240323,-6031.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80823000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,403.0,12096,12096,320,320,13573,13573,238002,238002,25669,25669,240612,240612,-6016.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80824000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,403.3,12102,12102,327,327,13597,13597,238430,238430,25699,25699,241041,241041,-6001.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80825000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,403.5,12088,12088,314,314,13581,13581,238816,238816,25669,25669,241408,241408,-5986.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80826000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,403.7,12159,12159,386,386,13682,13682,239317,239317,25841,25841,241976,241976,-5971.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80827000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,404.0,12032,12032,260,260,13518,13518,239551,239551,25550,25550,242078,242078,-5956.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80828000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,404.2,12199,12199,428,428,13623,13623,240052,240052,25822,25822,242742,242742,-5941.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80829000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,404.5,12126,12126,356,356,13554,13554,240378,240378,25680,25680,242990,242990,-5926.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80830000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,404.7,12154,12154,385,385,13520,13520,240736,240736,25674,25674,243371,243371,-5911.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80831000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,405.0,12128,12128,359,359,13554,13554,241160,241160,25682,25682,243765,243765,-5896.3,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80832000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,405.2,12093,12093,325,325,13531,13531,241526,241526,25624,25624,244091,244091,-5881.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80833000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,405.5,12114,12114,347,347,13545,13545,241926,241926,25659,25659,244508,244508,-5866.5,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80834000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,405.7,12104,12104,338,338,13671,13671,242437,242437,25775,25775,245004,245004,-5851.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80835000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,405.9,12185,12185,420,420,13540,13540,242688,242688,25725,25725,245331,245331,-5836.8,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80836000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,406.2,12124,12124,360,360,13589,13589,243117,243117,25713,25713,245695,245695,-5822.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80837000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,406.4,12064,12064,301,301,13525,13525,243431,243431,25589,25589,245945,245945,-5807.2,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80838000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,406.7,12148,12148,386,386,13481,13481,243763,243763,25629,25629,246356,246356,-5792.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80839000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,406.9,12108,12108,346,346,13501,13501,244157,244157,25609,25609,246705,246705,-5777.6,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80840000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,407.2,12085,12085,324,324,13620,13620,244648,244648,25705,25705,247168,247168,-5762.9,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80841000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,407.4,12108,12108,348,348,13619,13619,245017,245017,25727,25727,247555,247555,-5748.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80842000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,407.7,12072,12072,313,313,13559,13559,245324,245324,25631,25631,247822,247822,-5733.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80843000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,407.9,12110,12110,352,352,13591,13591,245721,245721,25701,25701,248253,248253,-5718.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80844000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,408.1,12073,12073,316,316,13645,13645,246138,246138,25718,25718,248628,248628,-5704.0,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80845000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,408.4,12108,12108,352,352,13571,13571,246425,246425,25679,25679,248945,248945,-5689.4,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80846000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,408.6,12085,12085,330,330,13585,13585,246797,246797,25670,25670,249290,249290,-5674.7,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
,3791213629.80847000,299.842712402344,0.0912724211812019,7.72267913818359,1,4,1,408.9,12073,12073,318,318,13532,13532,247100,247100,25605,25605,249576,249576,-5660.1,1,1,20,1,1,532,0,,,,,,,,,,,,,,,,
