Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3792809830.7925,54.9516525268555,4036.34069824219,-7.79140709166909E-5,9.31030983797395E-7,1,4.99626677034896,40.0298881530762,1.99875790954045,15.7200004905462,-0.000424128750888489,-8.04384222096635E-5,0.25,2.61562163262762E-6,-7.6218596373756E-5,-6.96605738129517E-7,54.9514541625977,54.9514541625977,4023.83251953125,4048.84887695313,58.3430975609485,20.3219337213765,9.89999989542412E-6,0,0,0,200,54.5739440917969,1,6,14,2.23373413085938,52.2971649169922,,,,,,,,,,,,,,,,
,3792809835.7765,54.9521503448486,4060.97351074219,-7.90098572043601E-5,9.12869804175967E-7,1,4.99626677034896,40.0298881530762,1.99870866622469,15.7200004905462,-0.000430205473817761,-8.10373819804679E-5,0.25,2.7504561679221E-6,-7.72951409983419E-5,-6.10416338270196E-7,54.9518508911133,54.9518508911133,4048.84887695313,4073.09814453125,58.4509622966023,20.3276166995594,9.89999989542412E-6,0,0,0,200,54.5763244628906,1,6,14,2.22076416015625,52.2971649169922,,,,,,,,,,,,,,,,
,3792809840.7365,54.9522666931152,4085.490234375,-7.85268586604531E-5,9.03322480199506E-7,1,4.99626677034896,40.0298881530762,1.99872850110244,15.7200004905462,-0.000427280771125155,-8.18851207388027E-5,0.25,2.48507751486659E-6,-7.68127155168781E-5,-8.49306111363311E-7,54.952449798584,54.952449798584,4073.09814453125,4097.88232421875,58.2672795945831,20.3245672404762,9.89999989542412E-6,0,0,0,200,54.5783271789551,1,6,14,2.2344970703125,52.2971649169922,,,,,,,,,,,,,,,,
,3792809845.775,54.952320098877,4110.36254882812,-7.94715423831308E-5,9.38016286985979E-7,1,4.99626677034896,40.0298881530762,1.99874471038747,15.7200004905462,-0.000432763508588908,-8.13732501791307E-5,0.25,2.79205169373088E-6,-7.77488086226804E-5,-5.88667316659853E-7,54.9520835876465,54.9520835876465,4097.88232421875,4122.8427734375,58.3173038198139,20.3270808718368,9.89999989542412E-6,0,0,0,200,54.5808906555176,1,6,14,2.22152709960938,52.2971649169922,,,,,,,,,,,,,,,,
,3792809850.809,54.9525566101074,4135.61572265625,-8.00993010595828E-5,8.57461191932985E-7,1,4.99626677034896,40.0298881530762,1.99864983463351,15.7200004905462,-0.000436234781479077,-8.17002551207052E-5,0.25,2.8717353324826E-6,-7.8365864715647E-5,-5.36816721202752E-7,54.9525566101074,54.9525566101074,4122.8427734375,4148.388671875,58.8402132991793,20.3234965828841,9.89999989542412E-6,0,0,0,200,54.5833129882812,1,6,14,2.23403930664062,52.2971649169922,,,,,,,,,,,,,,,,
,3792809855.7385,54.9527797698975,4160.26245117188,-8.17497428698964E-5,9.85020054755369E-7,1,4.99626677034896,40.0298881530762,1.99870627127153,15.7200004905462,-0.000446154890495019,-7.93064047062909E-5,0.25,3.68586675767983E-6,-8.00125862606129E-5,1.89823446662286E-7,54.9525566101074,54.9525566101074,4148.388671875,4172.13623046875,58.6143226571216,20.3225220262758,9.89999989542412E-6,0,0,0,200,54.5844841003418,1,6,14,2.22061157226562,52.2971649169922,,,,,,,,,,,,,,,,
,3792809860.669,54.9529895782471,4184.658203125,-8.25318436716801E-5,1.74797632441362E-6,1,4.99626677034896,40.0298881530762,1.99881648875839,15.7200004905462,-0.000449718122736167,-8.33284938839317E-5,0.25,3.11782917178927E-6,-8.07533934334938E-5,-3.97500845186887E-7,54.9530029296875,54.9530029296875,4172.13623046875,4197.18017578125,58.4673764955062,20.3260344352628,9.89999989542412E-6,0,0,0,200,54.5868377685547,1,6,14,2.21969604492187,52.2971649169922,,,,,,,,,,,,,,,,
,3792809865.757,54.953067779541,4209.90673828125,-8.31968124766416E-5,9.80952006530226E-7,1,4.99626677034896,40.0298881530762,1.99873632218694,15.7200004905462,-0.000452917017068767,-8.58204879472409E-5,0.25,2.80526057867407E-6,-8.13904474075322E-5,-7.30378643800905E-7,54.9529762268066,54.9529762268066,4197.18017578125,4222.63330078125,58.7683034754101,20.324611742177,9.89999989542412E-6,0,0,0,200,54.5882568359375,1,6,14,2.22183227539062,52.2971649169922,,,,,,,,,,,,,,,,
,3792809870.8155,54.9530544281006,4235.08325195313,-8.38240264276415E-5,9.14667079565737E-7,1,4.99626677034896,40.0298881530762,1.99871744184208,15.7200004905462,-0.000456066460860131,-8.76405260290428E-5,0.25,2.60903532218953E-6,-8.19954698752722E-5,-9.48032809991698E-7,54.9531593322754,54.9531593322754,4222.63330078125,4247.533203125,58.5619535463331,20.3237900249391,9.89999989542412E-6,0,0,0,200,54.5910949707031,1,6,14,2.20748901367187,52.7859268188477,,,,,,,,,,,,,,,,
,3792809875.773,54.9534072875977,4259.69995117188,-8.5117540595884E-5,8.79584448533915E-7,1,4.99626677034896,40.0298881530762,1.99863545958518,15.7200004905462,-0.000463041025271591,-8.92018268179553E-5,0.25,2.6098502121843E-6,-8.32596587641282E-5,-1.0009787296716E-6,54.9529495239258,54.9529495239258,4247.533203125,4271.86669921875,58.6385531412177,20.322442955543,9.89999989542412E-6,0,0,0,200,54.5929298400879,1,6,14,2.23495483398438,52.7859268188477,,,,,,,,,,,,,,,,
